NADH:99 | NAD:101 | FADH2:99 | FAD:101 | ADP:99 | ATP:11 | O2:149 | H2O:102
NADH:180 | NAD:20 | FADH2:99 | FAD:101 | ADP:72 | ATP:25 | O2:122 | H2O:156
NADH:183 | NAD:17 | FADH2:99 | FAD:101 | ADP:71 | ATP:25 | O2:121 | H2O:158
NADH:186 | NAD:14 | FADH2:99 | FAD:101 | ADP:70 | ATP:25 | O2:120 | H2O:160
NADH:189 | NAD:11 | FADH2:99 | FAD:101 | ADP:69 | ATP:25 | O2:119 | H2O:162
NADH:192 | NAD:8 | FADH2:99 | FAD:101 | ADP:68 | ATP:25 | O2:118 | H2O:164
NADH:195 | NAD:5 | FADH2:99 | FAD:101 | ADP:67 | ATP:25 | O2:117 | H2O:166
NADH:198 | NAD:2 | FADH2:99 | FAD:101 | ADP:66 | ATP:25 | O2:116 | H2O:168
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:65 | ATP:25 | O2:115 | H2O:170
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:64 | ATP:25 | O2:114 | H2O:172
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:63 | ATP:25 | O2:113 | H2O:174
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:62 | ATP:25 | O2:112 | H2O:176
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:61 | ATP:25 | O2:111 | H2O:178
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:60 | ATP:25 | O2:110 | H2O:180
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:59 | ATP:25 | O2:109 | H2O:182
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:58 | ATP:25 | O2:108 | H2O:184
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:57 | ATP:25 | O2:107 | H2O:186
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:56 | ATP:25 | O2:106 | H2O:188
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:55 | ATP:25 | O2:105 | H2O:190
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:54 | ATP:25 | O2:104 | H2O:192
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:53 | ATP:25 | O2:103 | H2O:194
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:52 | ATP:25 | O2:102 | H2O:196
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:51 | ATP:25 | O2:101 | H2O:198
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:50 | ATP:25 | O2:100 | H2O:200
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:49 | ATP:25 | O2:99 | H2O:202
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:48 | ATP:25 | O2:98 | H2O:204
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:47 | ATP:25 | O2:97 | H2O:206
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:46 | ATP:25 | O2:96 | H2O:208
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:45 | ATP:25 | O2:95 | H2O:210
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:44 | ATP:25 | O2:94 | H2O:212
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:43 | ATP:25 | O2:93 | H2O:214
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:42 | ATP:25 | O2:92 | H2O:216
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:41 | ATP:25 | O2:91 | H2O:218
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:40 | ATP:25 | O2:90 | H2O:220
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:39 | ATP:25 | O2:89 | H2O:222
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:38 | ATP:25 | O2:88 | H2O:224
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:37 | ATP:25 | O2:87 | H2O:226
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:36 | ATP:25 | O2:86 | H2O:228
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:35 | ATP:25 | O2:85 | H2O:230
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:34 | ATP:25 | O2:84 | H2O:232
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:33 | ATP:25 | O2:83 | H2O:234
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:32 | ATP:25 | O2:82 | H2O:236
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:31 | ATP:25 | O2:81 | H2O:238
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:30 | ATP:25 | O2:80 | H2O:240
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:29 | ATP:25 | O2:79 | H2O:242
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:28 | ATP:25 | O2:78 | H2O:244
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:27 | ATP:25 | O2:77 | H2O:246
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:26 | ATP:25 | O2:76 | H2O:248
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:25 | ATP:25 | O2:75 | H2O:250
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:24 | ATP:25 | O2:74 | H2O:252
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:23 | ATP:25 | O2:73 | H2O:254
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:22 | ATP:25 | O2:72 | H2O:256
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:21 | ATP:25 | O2:71 | H2O:258
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:20 | ATP:25 | O2:70 | H2O:260
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:19 | ATP:25 | O2:69 | H2O:262
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:18 | ATP:25 | O2:68 | H2O:264
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:17 | ATP:25 | O2:67 | H2O:266
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:16 | ATP:25 | O2:66 | H2O:268
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:15 | ATP:25 | O2:65 | H2O:270
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:14 | ATP:25 | O2:64 | H2O:272
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:13 | ATP:25 | O2:63 | H2O:274
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:12 | ATP:25 | O2:62 | H2O:276
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:11 | ATP:25 | O2:61 | H2O:278
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:10 | ATP:25 | O2:60 | H2O:280
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:9 | ATP:25 | O2:59 | H2O:282
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:8 | ATP:25 | O2:58 | H2O:284
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:7 | ATP:25 | O2:57 | H2O:286
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:6 | ATP:25 | O2:56 | H2O:288
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:5 | ATP:25 | O2:55 | H2O:290
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:4 | ATP:25 | O2:54 | H2O:292
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:3 | ATP:25 | O2:53 | H2O:294
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:2 | ATP:25 | O2:52 | H2O:296
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:1 | ATP:25 | O2:51 | H2O:298
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:0 | ATP:25 | O2:50 | H2O:300
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:0 | ATP:24 | O2:49 | H2O:302
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:0 | ATP:24 | O2:48 | H2O:304
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:0 | ATP:24 | O2:47 | H2O:306
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:0 | ATP:24 | O2:46 | H2O:308
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:0 | ATP:24 | O2:45 | H2O:310
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:0 | ATP:24 | O2:44 | H2O:312
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:0 | ATP:24 | O2:43 | H2O:314
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:0 | ATP:24 | O2:42 | H2O:316
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:0 | ATP:24 | O2:41 | H2O:318
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:0 | ATP:24 | O2:40 | H2O:320
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:0 | ATP:24 | O2:39 | H2O:322
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:0 | ATP:24 | O2:38 | H2O:324
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:0 | ATP:24 | O2:37 | H2O:326
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:0 | ATP:24 | O2:36 | H2O:328
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:0 | ATP:24 | O2:35 | H2O:330
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:0 | ATP:24 | O2:34 | H2O:332
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:0 | ATP:24 | O2:33 | H2O:334
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:0 | ATP:24 | O2:32 | H2O:336
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:0 | ATP:24 | O2:31 | H2O:338
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:0 | ATP:24 | O2:30 | H2O:340
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:0 | ATP:24 | O2:29 | H2O:342
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:0 | ATP:24 | O2:28 | H2O:344
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:0 | ATP:24 | O2:27 | H2O:346
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:0 | ATP:24 | O2:26 | H2O:348
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:0 | ATP:24 | O2:25 | H2O:350
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:0 | ATP:24 | O2:24 | H2O:352
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:0 | ATP:24 | O2:23 | H2O:354
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:0 | ATP:24 | O2:22 | H2O:356
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:0 | ATP:24 | O2:21 | H2O:358
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:0 | ATP:24 | O2:20 | H2O:360
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:0 | ATP:24 | O2:19 | H2O:362
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:0 | ATP:24 | O2:18 | H2O:364
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:0 | ATP:24 | O2:17 | H2O:366
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:0 | ATP:24 | O2:16 | H2O:368
NADH:199 | NAD:1 | FADH2:99 | FAD:101 | ADP:0 | ATP:24 | O2:15 | H2O:370
